ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Best Deal Studio Apartment at Mangga Dua Residence By Travelio,apartment,Apartemen Mangga Dua,Mangga Dua,DKI Jakarta,Jakarta,-6.138138638243629,106.8241399526596,Studio,1,26.0,Full Furnished,2,4.7,37625000,TPM
Cozy with Minimalist Style Studio Apartment Nine Residence By Travelio,apartment,Apartemen Nine Residence,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25331857828738,106.82673431932926,Studio,1,29.4,Full Furnished,2,4.9,54025000,TPM
Comfort and Warm 2BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,5.0,37492500,TPM
Exquisite Studio Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,2,5.0,53525000,TPM
Comfort Stay and Nice 2BR Apartment at Elpis Residence By Travelio,apartment,Apartemen Elpis Residence,Gunung Sahari,DKI Jakarta,Jakarta,-6.14893919782829,106.83648347854614,2,1,44.3,Full Furnished,4,5.0,49000000,TPM
Well Designed Studio Apartment Signature Park Grande By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.16,Full Furnished,2,4.6,42090143,TPM
2BR Grand Emerald Apartment By Travelio,apartment,Apartemen Grand Emerald,Kelapa Gading,DKI Jakarta,Jakarta,-6.154432731658913,106.91699266433716,2,1,35.0,Full Furnished,3,5.0,32465625,TPM
Elegant and Relaxing at 1BR Northland Ancol Apartment By Travelio,apartment,Apartemen Northland Ancol,Ancol,DKI Jakarta,Jakarta,-6.129895397151199,106.83960154652596,1,1,31.0,Full Furnished,2,5.0,33105000,TPM
Unfurnished 2BR Apartment with AC at Metro Park Residence By Travelio,apartment,Apartemen Metro Park Residence Kebun Jeruk,Kebon Jeruk,DKI Jakarta,Jakarta,-6.186254107437438,106.75765335559845,2,1,53.39,Unfurnished,4,,42999999,REALTY
Unfurnished Studio Room with AC at High Floor Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Unfurnished,2,4.0,23783553,REALTY
Modern Look and Comfy Studio Citra Living Apartment By Travelio,apartment,Apartemen Citra Living,Kalideres,DKI Jakarta,Jakarta,-6.146018,106.701664,Studio,1,22.61,Full Furnished,2,,29000000,TPM
Posh 2BR Apartment at Bassura City near Shopping Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,5.0,55000000,TPM
Elegant 2BR at The Mansion Kemayoran Apartment near JIEXPO Kemayoran By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,2,1,60.0,Full Furnished,4,,62000000,TPM
Spacious and Nice 2BR at Puri Orchard Apartment By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,2,1,50.0,Full Furnished,3,,49625000,TPM
Fully Furnished and Cozy 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,4.9,33767857,TPM
Modern and Comfort 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,39.99,Full Furnished,3,4.9,40087500,TPM
Warm and Homey Studio Room T Plaza Apartment By Travelio,apartment,Apartemen T Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202442727806896,106.80755853652954,Studio,1,21.02,Full Furnished,2,,42625000,TPM
Comfy 1BR at High Floor Green Central City Glodok Apartment By Travelio,apartment,Apartemen Green Central City Glodok,Glodok,DKI Jakarta,Jakarta,-6.147707145070255,106.81552469730377,1,1,42.0,Full Furnished,2,5.0,42615183,TPM
Elegant and Comfy Studio Kebayoran Icon Apartment By Travelio,apartment,Apartemen Kebayoran Icon,Kebayoran Lama,DKI Jakarta,Jakarta,-6.238003414447544,106.77818566560745,Studio,1,26.29,Full Furnished,2,5.0,38551024,TPM
Simply 2BR Unfurnished Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,2,1,40.0,Unfurnished,4,,17188889,REALTY
Minimalist and High Floor Studio Apartment at Taman Anggrek Residence By Travelio,apartment,Apartemen Taman Anggrek Residence,Tanjung Duren Selatan,DKI Jakarta,Jakarta,-6.179958250736429,106.79101467132568,Studio,1,18.96,Full Furnished,2,5.0,52000000,TPM
Best View and Comfy Studio Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,Studio,1,28.0,Full Furnished,2,5.0,62797706,TPM
Good Location at 2BR City Home Gading Riverview (MOI) Apartment By Travelio,apartment,Apartemen City Home Gading Riverview (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.150357921710942,106.89038515090942,2,1,45.0,Full Furnished,4,5.0,60059292,TPM
Cozy 1BR at Puri Mansion Apartment near Puri Indah Mall By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,1,1,37.0,Full Furnished,2,5.0,45290000,TPM
Comfort Studio at Marina Ancol Apartment By Travelio,apartment,Apartemen Marina Ancol,Ancol,DKI Jakarta,Jakarta,-6.128900985910797,106.82945273816586,Studio,1,31.0,Full Furnished,2,5.0,31500000,TPM
Unfurnished 1BR with AC at 16th Floor The Mansion Kemayoran Apartment By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,1,1,22.38,Unfurnished,2,5.0,32000000,REALTY
Comfort and Modern 3BR at Kuningan Place Apartment By Travelio,apartment,Apartemen Kuningan Place,Menteng Atas,DKI Jakarta,Jakarta,-6.212831341830337,106.83535695075989,3,2,84.12,Full Furnished,4,,98000000,TPM
Strategic and Nice 2BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,39.99,Full Furnished,3,5.0,38772500,TPM
Cozy Studio with City View Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.0,Full Furnished,2,4.8,41715240,TPM
Homey 2BR at Metro Park Residence Kebon Jeruk Apartment By Travelio,apartment,Apartemen Metro Park Residence Kebun Jeruk,Kebon Jeruk,DKI Jakarta,Jakarta,-6.186254107437438,106.75765335559845,2,1,58.88,Full Furnished,4,,65000000,TPM
Best Choice and Homey 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,30.25,Full Furnished,4,,36462500,TPM
Studio Unfurnished with AC Tifolia Apartment at 26th Floor  By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Unfurnished,2,,17786988,REALTY
Exclusive 1BR Apartment The Wave Kuningan near Epicentrum By Travelio,apartment,Apartemen The Wave Kuningan,Menteng Atas,DKI Jakarta,Jakarta,-6.214122,106.837781,1,1,49.0,Full Furnished,2,5.0,90168288,TPM
Tranquil Living Studio at Belmont Residence Puri Apartment By Travelio,apartment,Apartemen Belmont Residence Puri,Kembangan,DKI Jakarta,Jakarta,-6.200400178473442,106.76275759935379,Studio,1,21.35,Full Furnished,2,5.0,31080672,TPM
Fancy and Nice Studio at Green Palace Kalibata Apartment By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.256900672828798,106.85046046972275,Studio,1,19.8,Full Furnished,2,5.0,32490000,TPM
Studio Unfurnished with AC Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Unfurnished,2,,12500000,REALTY
Vibrant 1BR Apartment at Belmont Residence Puri By Travelio,apartment,Apartemen Belmont Residence Puri,Kembangan,DKI Jakarta,Jakarta,-6.200400178473442,106.76275759935379,1,1,32.55,Full Furnished,2,5.0,41426176,TPM
Elegant and Restful 1BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,1,1,25.11,Full Furnished,2,5.0,34034133,TPM
Comfort 2BR Green Pramuka City Apartment near Shopping Center By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,4,4.9,34017857,TPM
Comfortable and Homey Studio at Amethyst Apartment By Travelio,apartment,Apartemen Amethyst,Gunung Sahari,DKI Jakarta,Jakarta,-6.144852,106.838775,Studio,1,32.0,Full Furnished,2,5.0,35634259,TPM
Unfurnished Studio with AC at 29th Floor Sunter Park View Apartment By Travelio,apartment,Apartemen Sunter Park View,Sunter,DKI Jakarta,Jakarta,-6.157499485553561,106.88380300998688,Studio,1,25.0,Unfurnished,2,5.0,21000000,REALTY
Best Choice Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,2,5.0,20300000,TPM
Best Deal Studio Unfurnished with AC at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Unfurnished,2,5.0,23500000,REALTY
Homey and Compact Studio Apartment Osaka Riverview PIK 2 By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0578449739756275,106.6785603761673,Studio,1,14.16,Full Furnished,2,5.0,18000000,TPM
Cozy and Nice Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,2,4.9,20500000,TPM
Restful and Strategic Studio Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25702,106.85343,Studio,1,33.8,Full Furnished,1,,37000000,TPM
Luxurious and Cozy Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,2,5.0,28500000,TPM
Scenic and Homey 2BR Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,2,1,51.86,Full Furnished,4,5.0,66075444,TPM
2BR Apartment Best Location The H Residence By Travelio,apartment,Apartemen H Residence,MT Haryono,DKI Jakarta,Jakarta,-6.244879162544077,106.87217362225056,2,1,52.0,Full Furnished,4,4.7,77375000,TPM
Cozy 2BR Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306015678701854,106.83596312999725,2,1,38.0,Full Furnished,3,4.9,43019670,TPM
Best View 1BR Apartment at Gold Coast PIK By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,1,1,51.0,Full Furnished,2,5.0,99000000,TPM
Good Deal 1BR Apartment Signature Park Grande MT Haryono By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,1,1,35.24,Full Furnished,2,5.0,55525000,TPM
Modern Industrial Style 2BR Pakubuwono Terrace Apartment By Travelio,apartment,Apartemen Pakubuwono Terrace,Kebayoran Lama,DKI Jakarta,Jakarta,-6.236957,106.769324,2,2,49.4,Full Furnished,4,5.0,65000000,TPM
Simply Look and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,1,5.0,20200000,TPM
Modern and Nice Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,Studio,1,21.0,Full Furnished,2,,20300000,TPM
Simply Minimalist 1BR Puri Orchard Apartment by Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,1,1,35.2,Full Furnished,2,5.0,36230400,TPM
Nice and Comfort 2BR at Daan Mogot City Apartment By Travelio,apartment,Apartemen Daan Mogot City,Daan Mogot,DKI Jakarta,Jakarta,-6.151377960509142,106.71406745910645,2,1,50.6,Full Furnished,3,5.0,51329545,TPM
Cozy Stay Studio No Kitchen at Osaka Riverview PIK 2 Apartmet By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057854309284673,106.6785603761673,Studio,1,14.0,Full Furnished,2,,23000000,TPM
Comfort and Homey 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,34.25,Full Furnished,4,5.0,38000000,TPM
Newly Renovated Comfortable 2BR Apartment Gading Nias Residence By Travelio,apartment,Apartemen Gading Nias Residence,Kelapa Gading,DKI Jakarta,Jakarta,-6.153782044208278,106.91722869873047,2,1,29.06,Full Furnished,3,5.0,30999000,TPM
Strategic Unfurnished Studio at T Plaza Apartment By Travelio,apartment,Apartemen T Plaza,Tanah Abang,DKI Jakarta,Jakarta,-6.202442727806896,106.80755853652954,Studio,1,24.07,Unfurnished,2,,25870004,REALTY
Nice Unfurnished Studio with AC at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Unfurnished,2,,12500000,REALTY
Warm and Homey 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188470039163343,106.87473177909851,2,1,33.0,Full Furnished,4,,33642857,TPM
Spacious and Elegant 3BR at The Peak Sudirman Apartment By Travelio,apartment,Apartemen The Peak Sudirman,Setiabudi,DKI Jakarta,Jakarta,-6.210538184900705,106.82373762130737,3,2,131.19,Full Furnished,6,,219300000,TPM
Nice and Elegant Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,2,5.0,54025000,TPM
Comfy 1BR at Bellezza Apartment By Travelio,apartment,Apartemen Belleza,Permata Hijau,DKI Jakarta,Jakarta,-6.2218172209213325,106.78265690803528,1,1,55.0,Full Furnished,2,5.0,73600000,TPM
Nice and Strategic Studio Apartment at Capitol Park Residence By Travelio,apartment,Apartemen Capitol Park Residence,Senen,DKI Jakarta,Jakarta,-6.197227011730125,106.85060262680054,Studio,1,23.25,Full Furnished,1,5.0,49000000,TPM
Pleasant and Simply Studio Room Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,26.0,Full Furnished,2,4.9,53225000,TPM
Homey Studio Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.0,Full Furnished,2,5.0,40860714,TPM
Splendid and Comfy 2BR Pakubuwono Terrace Apartment By Travelio,apartment,Apartemen Pakubuwono Terrace,Kebayoran Lama,DKI Jakarta,Jakarta,-6.23771278462011,106.76970854401588,2,1,40.97,Full Furnished,3,,52255556,TPM
Simply 2BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.0,Full Furnished,3,5.0,40199489,TPM
Cozy and Warm 2BR at Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306015678701854,106.83596312999725,2,1,35.84,Full Furnished,3,5.0,41721447,TPM
Simple 2BR Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Unfurnished,4,,17000000,REALTY
Best Unfurnished Studio with AC 33rd Floor West Vista Apartment By Travelio,apartment,Apartemen West Vista,Duri Kosambi,DKI Jakarta,Jakarta,-6.158047499276094,106.72666043043137,Studio,1,30.2,Unfurnished,2,,28000000,REALTY
Good Choice and Comfy 2BR at Marina Ancol Apartment By Travelio,apartment,Apartemen Marina Ancol,Ancol,DKI Jakarta,Jakarta,-6.128900985910797,106.82945273816586,2,1,45.25,Full Furnished,3,,60000000,TPM
Best and Homey 2BR Tamansari Semanggi Apartment By Travelio,apartment,Apartemen Tamansari Semanggi,Semanggi,DKI Jakarta,Jakarta,-6.226473,106.819157,2,1,59.3,Full Furnished,4,4.8,100638024,TPM
Elegant and Spacious 1BR Apartment at Citylofts Sudirman By Travelio,apartment,Apartemen Citylofts Sudirman,Sudirman,DKI Jakarta,Jakarta,-6.209024,106.818399,1,1,88.0,Full Furnished,2,5.0,134704530,TPM
Minimalist and Comfy Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,33.0,Full Furnished,2,4.9,59174500,TPM
Comfy and Homey Studio Room at  Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,21.0,Full Furnished,2,5.0,32000000,TPM
Best Deal and Elegant Studio Citra Living Apartment By Travelio,apartment,Apartemen Citra Living,Kalideres,DKI Jakarta,Jakarta,-6.146018,106.701664,Studio,1,22.61,Full Furnished,2,,28800000,TPM
Beautiful and Cozy 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,5.0,48000000,TPM
Minimalist and Homey 1BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,1,1,28.89,Full Furnished,2,5.0,35126905,TPM
Comfy and Spacious Studio Apartment at Bassura City By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,24.73,Full Furnished,2,5.0,44000000,TPM
2BR Cozy at Green Bay Pluit Apartment Baywalk By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,2,1,36.0,Full Furnished,3,4.8,35976230,TPM
Homey 2BR Apartment at Marina Ancol By Travelio,apartment,Apartemen Marina Ancol,Ancol,DKI Jakarta,Jakarta,-6.128900985910797,106.82945273816586,2,1,43.9,Full Furnished,4,4.8,40038256,TPM
Simply 2BR Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,2,1,36.0,Unfurnished,4,,24999999,REALTY
2BR Unfurnished with AC at The Wave Kuningan Apartment By Travelio,apartment,Apartemen The Wave Kuningan,Menteng Atas,DKI Jakarta,Jakarta,-6.214122,106.837781,2,1,60.2,Unfurnished,3,,48999999,REALTY
Homey 2BR with City View Pancoran Riverside Apartment By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,2,1,32.0,Full Furnished,3,4.5,32385000,TPM
Nice and Elegant 2BR at 26th Floor Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,2,1,61.0,Full Furnished,3,4.0,101728302,TPM
Best Deal and Cozy 1BR Apartment Sentraland Cengkareng By Travelio,apartment,Apartemen Sentraland Cengkareng,Cengkareng,DKI Jakarta,Jakarta,-6.14000008364584,106.73865795135498,1,1,33.4,Full Furnished,2,,40625000,TPM
Spacious and Comfy 3BR at Mitra Oasis Senen Apartment By Travelio,apartment,Apartemen Mitra Oasis Senen,Senen,DKI Jakarta,Jakarta,-6.173648985856772,106.83971017599106,3,2,114.1,Full Furnished,5,,92000000,TPM
Comfort and Homey 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Full Furnished,3,,40000000,TPM
Gorgeous 2BR Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,34.25,Full Furnished,3,4.9,32203571,TPM
Elegant and Comfort 1BR at Ciputra World 2 Apartment By Travelio,apartment,Apartemen Ciputra World 2,Karet Kuningan,DKI Jakarta,Jakarta,-6.221945208594415,106.81944072246552,1,1,41.68,Full Furnished,2,5.0,123500000,TPM
Cozy Stay and Strategic 3BR at Sudirman Park Apartment near LSPR By Travelio,apartment,Apartemen Sudirman Park,Sudirman,DKI Jakarta,Jakarta,-6.205528,106.817653,3,2,75.69,Full Furnished,4,,109220000,TPM
2BR Bassura City Apartment with Mall Access By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,39.0,Full Furnished,4,5.0,39715000,TPM
Comfy City View 1BR Apartment Menteng Square By Travelio,apartment,Apartemen Menteng Square,Menteng,DKI Jakarta,Jakarta,-6.20023485429095,106.85228705406189,1,1,30.0,Full Furnished,2,4.9,39475000,TPM
2BR Unfurnished with AC at 6th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,2,1,36.0,Unfurnished,4,5.0,19000000,REALTY
Comfort and Colorful 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,33517857,TPM
Cozy Living 1BR Casablanca Mansion Apartment near Mall By Travelio,apartment,Apartemen Casablanca Mansion,Casablanca,DKI Jakarta,Jakarta,-6.2231877539669895,106.84648275375366,1,1,42.7,Full Furnished,2,,64600000,TPM
Gorgeous 2BR Apartment Maqna Residence By Travelio,apartment,Apartemen Maqna Residence,Kembangan,DKI Jakarta,Jakarta,-6.198032,106.762029,2,2,76.0,Full Furnished,3,5.0,86250000,TPM
Warm and Comfort Living 1BR at 8th Ambassade Kuningan Apartment By Travelio,apartment,Apartemen Ambassade Kuningan,Karet Kuningan,DKI Jakarta,Jakarta,-6.222517153127626,106.83094337582588,1,1,63.96,Full Furnished,2,,80425000,TPM
Nice and Comfort 2BR Apartment at Casa Grande Residence By Travelio,apartment,Apartemen Casa Grande Residence,Casablanca,DKI Jakarta,Jakarta,-6.223437,106.841813,2,1,56.0,Full Furnished,4,5.0,138100000,TPM
Strategic and Nice 2BR Apartment at Kalibata City By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,29.0,Full Furnished,5,5.0,33103571,TPM
Simply Studio Apartment at Green Palace Kalibata By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.256900672828798,106.85046046972275,Studio,1,23.5,Full Furnished,2,4.9,34345950,TPM
Restful and Comfy Studio at Signature Park Grande Apartment By Travelio,apartment,Apartemen Signature Park Grande,MT Haryono,DKI Jakarta,Jakarta,-6.244827836402102,106.8660843372345,Studio,1,25.16,Full Furnished,2,5.0,40000000,TPM
Comfy and Nice 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,52000000,TPM
Nice and Simply Studio Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.058212,106.679641,Studio,1,14.16,Full Furnished,2,,15334286,TPM
Homey and Tidy 2BR at Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306015678701854,106.83596312999725,2,1,32.72,Full Furnished,3,5.0,40679569,TPM
Cozy Look Studio Unfurnished with AC Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042278788605511,106.69157981872559,Studio,1,21.0,Unfurnished,2,,17000000,REALTY
Studio Unfurnished with AC at Sedayu City Suites Kelapa Gading Apartment By Travelio,apartment,Apartemen Sedayu City Suites Kelapa Gading,Kelapa Gading,DKI Jakarta,Jakarta,-6.168523652806302,106.92190647125244,Studio,1,28.0,Unfurnished,2,,29999999,REALTY
Stylish 2BR Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,38.0,Unfurnished,4,,25000000,REALTY
Well Appointed and Strategic 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,33700714,TPM
Tidy Studio Apartment at Bassura City near Shopping Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Full Furnished,2,4.9,31928411,TPM
Super Cozy Studio at Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306017,106.835964,Studio,1,22.26,Full Furnished,2,,29663481,TPM
Spacious and Combined 2BR with Private Lift at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.190889,106.840164,2,2,86.0,Full Furnished,4,5.0,123323411,TPM
Homey 1BR at Menteng Square Apartment By Travelio,apartment,Apartemen Menteng Square,Menteng,DKI Jakarta,Jakarta,-6.20023485429095,106.85228705406189,1,1,27.0,Full Furnished,1,4.9,35000000,TPM
2BR Unfurnished at 35th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Unfurnished,4,,17000000,REALTY
Fancy and Nice 2BR Apartment at Green Pramuka City By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188473039064617,106.87473647296429,2,1,33.0,Full Furnished,4,5.0,33892857,TPM
